#	lambda         S/N    tar_flux   tot_noise    sc_noise   sys_noise   readnoise  dark_noise   sky_noise     mockgal
#	nm   1e-13erg/s/cm2/nm    #e          #e          #e          #e          #e          #e      1e-13erg/s/cm2/nm
     392.836   1.712E-02   4.368E-04    11.26993     0.43929    11.26136     9.79796     5.53173     0.46726    -0.00020
     393.011   1.665E-02   4.248E-04    11.26968     0.43312    11.26136     9.79796     5.53173     0.46703     0.02193
     393.187   1.750E-02   4.468E-04    11.27010     0.44413    11.26135     9.79796     5.53173     0.46679     0.01095
     393.362   1.920E-02   4.904E-04    11.27094     0.46521    11.26134     9.79796     5.53173     0.46655    -0.00093
     393.538   2.089E-02   5.338E-04    11.27178     0.48524    11.26133     9.79796     5.53173     0.46633     0.06407
     393.713   2.210E-02   5.650E-04    11.27237     0.49915    11.26132     9.79796     5.53173     0.46612     0.03309
     393.889   2.292E-02   5.860E-04    11.27277     0.50827    11.26131     9.79796     5.53173     0.46588    -0.00598
     394.064   2.359E-02   6.035E-04    11.27310     0.51570    11.26130     9.79796     5.53173     0.46565    -0.02178
     394.240   2.426E-02   6.209E-04    11.27343     0.52299    11.26129     9.79796     5.53173     0.46541    -0.02610
     394.416   2.486E-02   6.365E-04    11.27372     0.52941    11.26128     9.79796     5.53173     0.46517     0.01479
     394.591   2.522E-02   6.459E-04    11.27389     0.53321    11.26127     9.79796     5.53173     0.46494     0.00464
     394.767   2.527E-02   6.474E-04    11.27390     0.53374    11.26126     9.79796     5.53173     0.46470    -0.04897
     394.942   2.519E-02   6.455E-04    11.27385     0.53287    11.26125     9.79796     5.53173     0.46446    -0.00859
     395.118   2.521E-02   6.464E-04    11.27385     0.53314    11.26124     9.79796     5.53173     0.46422    -0.03855
     395.293   2.541E-02   6.518E-04    11.27394     0.53527    11.26123     9.79796     5.53173     0.46399    -0.04565
     395.469   2.570E-02   6.593E-04    11.27408     0.53825    11.26122     9.79796     5.53173     0.46375     0.01914
     395.644   2.590E-02   6.647E-04    11.27417     0.54037    11.26121     9.79796     5.53173     0.46351     0.00206
     395.820   2.589E-02   6.647E-04    11.27415     0.54027    11.26120     9.79796     5.53173     0.46328    -0.03078
     395.996   2.571E-02   6.603E-04    11.27405     0.53835    11.26119     9.79796     5.53173     0.46304    -0.01230
     396.171   2.549E-02   6.548E-04    11.27393     0.53604    11.26118     9.79796     5.53173     0.46280     0.03052
     396.347   2.531E-02   6.507E-04    11.27384     0.53423    11.26117     9.79796     5.53173     0.46257     0.01247
     396.522   2.533E-02   6.512E-04    11.27383     0.53435    11.26116     9.79796     5.53173     0.46233     0.01628
     396.698   2.570E-02   6.611E-04    11.27401     0.53828    11.26115     9.79796     5.53173     0.46209     0.05584
     396.873   2.634E-02   6.778E-04    11.27432     0.54495    11.26114     9.79796     5.53173     0.46186    -0.02939
     397.049   2.693E-02   6.934E-04    11.27461     0.55107    11.26113     9.79796     5.53173     0.46162    -0.03767
     397.224   2.721E-02   7.007E-04    11.27474     0.55388    11.26112     9.79796     5.53173     0.46138    -0.02948
     397.400   2.700E-02   6.955E-04    11.27462     0.55171    11.26111     9.79796     5.53173     0.46114     0.05277
     397.576   2.633E-02   6.786E-04    11.27428     0.54486    11.26110     9.79796     5.53173     0.46093     0.01347
     397.751   2.565E-02   6.612E-04    11.27393     0.53772    11.26110     9.79796     5.53173     0.46071     0.04717
     397.927   2.547E-02   6.568E-04    11.27383     0.53586    11.26109     9.79796     5.53173     0.46047    -0.00503
     398.102   2.578E-02   6.650E-04    11.27397     0.53908    11.26108     9.79796     5.53173     0.46023     0.01160
     398.278   2.606E-02   6.726E-04    11.27410     0.54205    11.26107     9.79796     5.53173     0.45999    -0.00337
     398.453   2.608E-02   6.734E-04    11.27411     0.54228    11.26106     9.79796     5.53173     0.45976     0.00629
     398.629   2.596E-02   6.706E-04    11.27404     0.54104    11.26105     9.79796     5.53173     0.45952    -0.00741
     398.804   2.582E-02   6.670E-04    11.27395     0.53950    11.26104     9.79796     5.53173     0.45928     0.02324
     398.980   2.567E-02   6.634E-04    11.27387     0.53793    11.26103     9.79796     5.53173     0.45904     0.04342
     399.156   2.560E-02   6.620E-04    11.27383     0.53726    11.26102     9.79796     5.53173     0.45881     0.01252
     399.331   2.575E-02   6.661E-04    11.27389     0.53883    11.26101     9.79796     5.53173     0.45857    -0.01894
     399.507   2.610E-02   6.755E-04    11.27406     0.54248    11.26100     9.79796     5.53173     0.45833     0.00267
     399.682   2.648E-02   6.854E-04    11.27423     0.54636    11.26099     9.79796     5.53173     0.45807     0.02046
     399.858   2.674E-02   6.925E-04    11.27436     0.54908    11.26098     9.79796     5.53173     0.45782     0.02287
     400.033   2.687E-02   6.961E-04    11.27441     0.55038    11.26097     9.79796     5.53173     0.45756    -0.03020
     400.209   2.681E-02   6.952E-04    11.27436     0.54976    11.26095     9.79796     5.53173     0.45723    -0.00393
     400.384   2.658E-02   6.899E-04    11.27424     0.54744    11.26094     9.79796     5.53173     0.45689     0.02973
     400.560   2.630E-02   6.833E-04    11.27408     0.54456    11.26093     9.79796     5.53173     0.45654     0.05478
     400.736   2.601E-02   6.762E-04    11.27392     0.54149    11.26091     9.79796     5.53173     0.45619     0.00483
     400.911   2.557E-02   6.655E-04    11.27369     0.53693    11.26090     9.79796     5.53173     0.45583     0.00031
     401.087   2.503E-02   6.520E-04    11.27340     0.53123    11.26088     9.79796     5.53173     0.45545    -0.03123
     401.262   2.472E-02   6.445E-04    11.27323     0.52793    11.26087     9.79796     5.53173     0.45509     0.00904
     401.438   2.476E-02   6.460E-04    11.27324     0.52829    11.26085     9.79796     5.53173     0.45474     0.00664
     401.613   2.492E-02   6.507E-04    11.27330     0.53000    11.26084     9.79796     5.53173     0.45439     0.01289
     401.789   2.505E-02   6.549E-04    11.27336     0.53145    11.26082     9.79796     5.53173     0.45403     0.03705
     401.964   2.518E-02   6.588E-04    11.27341     0.53280    11.26081     9.79796     5.53173     0.45368    -0.01581
     402.140   2.533E-02   6.632E-04    11.27347     0.53434    11.26080     9.79796     5.53173     0.45332     0.03016
     402.316   2.551E-02   6.686E-04    11.27354     0.53626    11.26078     9.79796     5.53173     0.45297     0.01760
     402.491   2.569E-02   6.739E-04    11.27362     0.53815    11.26077     9.79796     5.53173     0.45262     0.02046
     402.667   2.572E-02   6.753E-04    11.27362     0.53844    11.26075     9.79796     5.53173     0.45226    -0.00452
     402.842   2.560E-02   6.729E-04    11.27355     0.53726    11.26074     9.79796     5.53173     0.45191     0.02328
     403.018   2.554E-02   6.718E-04    11.27350     0.53658    11.26072     9.79796     5.53173     0.45156     0.01508
     403.193   2.560E-02   6.742E-04    11.27352     0.53727    11.26071     9.79796     5.53173     0.45120     0.00457
     403.369   2.570E-02   6.774E-04    11.27356     0.53831    11.26070     9.79796     5.53173     0.45085    -0.00956
     403.544   2.565E-02   6.767E-04    11.27352     0.53778    11.26068     9.79796     5.53173     0.45049     0.02382
     403.720   2.529E-02   6.678E-04    11.27332     0.53396    11.26067     9.79796     5.53173     0.45014     0.02527
     403.896   2.468E-02   6.522E-04    11.27300     0.52745    11.26065     9.79796     5.53173     0.44978    -0.00874
     404.071   2.414E-02   6.385E-04    11.27272     0.52164    11.26064     9.79796     5.53173     0.44943     0.00448
     404.247   2.388E-02   6.321E-04    11.27257     0.51880    11.26062     9.79796     5.53173     0.44907     0.00508
     404.422   2.389E-02   6.332E-04    11.27256     0.51899    11.26061     9.79796     5.53173     0.44872     0.02949
     404.598   2.413E-02   6.399E-04    11.27267     0.52151    11.26060     9.79796     5.53173     0.44836     0.02450
     404.773   2.453E-02   6.513E-04    11.27285     0.52587    11.26058     9.79796     5.53173     0.44801    -0.00034
     404.949   2.502E-02   6.650E-04    11.27309     0.53112    11.26057     9.79796     5.53173     0.44765     0.01134
     405.124   2.543E-02   6.764E-04    11.27328     0.53541    11.26055     9.79796     5.53173     0.44729     0.00069
     405.300   2.564E-02   6.825E-04    11.27336     0.53758    11.26054     9.79796     5.53173     0.44694    -0.01975
     405.476   2.568E-02   6.843E-04    11.27337     0.53800    11.26053     9.79796     5.53173     0.44658     0.01270
     405.651   2.559E-02   6.827E-04    11.27331     0.53712    11.26051     9.79796     5.53173     0.44622     0.01624
     405.827   2.535E-02   6.768E-04    11.27318     0.53454    11.26050     9.79796     5.53173     0.44587     0.03112
     406.002   2.502E-02   6.688E-04    11.27300     0.53114    11.26048     9.79796     5.53173     0.44551    -0.02197
     406.178   2.497E-02   6.681E-04    11.27296     0.53059    11.26047     9.79796     5.53173     0.44515    -0.00610
     406.353   2.540E-02   6.802E-04    11.27316     0.53514    11.26046     9.79796     5.53173     0.44480     0.04655
     406.529   2.593E-02   6.951E-04    11.27342     0.54072    11.26044     9.79796     5.53173     0.44444     0.00879
     406.704   2.607E-02   6.995E-04    11.27347     0.54216    11.26043     9.79796     5.53173     0.44409    -0.02958
     406.880   2.557E-02   6.866E-04    11.27321     0.53689    11.26041     9.79796     5.53173     0.44375    -0.01422
     407.056   2.451E-02   6.587E-04    11.27266     0.52558    11.26040     9.79796     5.53173     0.44340    -0.02530
     407.231   2.335E-02   6.281E-04    11.27207     0.51300    11.26039     9.79796     5.53173     0.44305     0.00792
     407.407   2.285E-02   6.154E-04    11.27180     0.50754    11.26037     9.79796     5.53173     0.44269    -0.00015
     407.582   2.340E-02   6.307E-04    11.27206     0.51354    11.26036     9.79796     5.53173     0.44233     0.00111
     407.758   2.439E-02   6.581E-04    11.27255     0.52436    11.26034     9.79796     5.53173     0.44197    -0.02224
     407.933   2.500E-02   6.753E-04    11.27284     0.53091    11.26033     9.79796     5.53173     0.44161     0.03870
     408.109   2.496E-02   6.749E-04    11.27281     0.53049    11.26032     9.79796     5.53173     0.44126     0.01373
     408.284   2.462E-02   6.662E-04    11.27262     0.52679    11.26030     9.79796     5.53173     0.44090    -0.02323
     408.460   2.438E-02   6.605E-04    11.27249     0.52429    11.26029     9.79796     5.53173     0.44054    -0.04182
     408.636   2.442E-02   6.621E-04    11.27249     0.52464    11.26027     9.79796     5.53173     0.44019     0.03308
     408.811   2.466E-02   6.693E-04    11.27260     0.52723    11.26026     9.79796     5.53173     0.43986     0.04948
     408.987   2.504E-02   6.803E-04    11.27277     0.53130    11.26025     9.79796     5.53173     0.43950     0.00109
     409.162   2.548E-02   6.929E-04    11.27298     0.53593    11.26023     9.79796     5.53173     0.43914    -0.01511
     409.338   2.584E-02   7.035E-04    11.27315     0.53974    11.26022     9.79796     5.53173     0.43878    -0.01265
     409.513   2.595E-02   7.072E-04    11.27319     0.54087    11.26021     9.79796     5.53173     0.43842    -0.02145
     409.689   2.568E-02   7.004E-04    11.27304     0.53801    11.26019     9.79796     5.53173     0.43806    -0.00532
     409.864   2.520E-02   6.881E-04    11.27279     0.53301    11.26018     9.79796     5.53173     0.43770     0.01492
     410.040   2.485E-02   6.786E-04    11.27260     0.52928    11.26017     9.79796     5.53173     0.43755     0.03518
     410.216   2.481E-02   6.756E-04    11.27260     0.52888    11.26019     9.79796     5.53173     0.43806    -0.03141
     410.391   2.491E-02   6.764E-04    11.27267     0.52995    11.26021     9.79796     5.53173     0.43855     0.00402
     410.567   2.501E-02   6.770E-04    11.27274     0.53095    11.26023     9.79796     5.53173     0.43906     0.00123
     410.742   2.509E-02   6.772E-04    11.27280     0.53179    11.26025     9.79796     5.53173     0.43956     0.01281
     410.918   2.507E-02   6.749E-04    11.27281     0.53164    11.26027     9.79796     5.53173     0.44004    -0.01188
     411.093   2.485E-02   6.669E-04    11.27272     0.52925    11.26029     9.79796     5.53173     0.44055    -0.02213
     411.269   2.465E-02   6.597E-04    11.27264     0.52712    11.26031     9.79796     5.53173     0.44105    -0.01980
     411.444   2.490E-02   6.645E-04    11.27278     0.52978    11.26033     9.79796     5.53173     0.44153    -0.00529
     411.620   2.560E-02   6.814E-04    11.27316     0.53724    11.26035     9.79796     5.53173     0.44204     0.04184
     411.796   2.622E-02   6.958E-04    11.27348     0.54367    11.26037     9.79796     5.53173     0.44254    -0.01485
     411.971   2.632E-02   6.964E-04    11.27355     0.54468    11.26039     9.79796     5.53173     0.44302     0.04898
     412.147   2.586E-02   6.824E-04    11.27334     0.53993    11.26040     9.79796     5.53173     0.44350     0.00441
     412.322   2.504E-02   6.589E-04    11.27295     0.53129    11.26042     9.79796     5.53173     0.44399     0.00099
     412.498   2.418E-02   6.346E-04    11.27254     0.52212    11.26044     9.79796     5.53173     0.44449    -0.01983
     412.673   2.372E-02   6.206E-04    11.27233     0.51705    11.26046     9.79796     5.53173     0.44498    -0.03671
     412.849   2.389E-02   6.234E-04    11.27243     0.51896    11.26048     9.79796     5.53173     0.44546    -0.00519
     413.024   2.457E-02   6.394E-04    11.27279     0.52628    11.26050     9.79796     5.53173     0.44597     0.02313
     413.200   2.540E-02   6.590E-04    11.27323     0.53506    11.26052     9.79796     5.53173     0.44645     0.00321
     413.376   2.597E-02   6.721E-04    11.27353     0.54108    11.26054     9.79796     5.53173     0.44693     0.00506
     413.551   2.612E-02   6.741E-04    11.27363     0.54263    11.26056     9.79796     5.53173     0.44743    -0.01960
     413.727   2.602E-02   6.697E-04    11.27360     0.54164    11.26058     9.79796     5.53173     0.44791    -0.02268
     413.902   2.592E-02   6.653E-04    11.27357     0.54060    11.26060     9.79796     5.53173     0.44838    -0.02025
     414.078   2.580E-02   6.605E-04    11.27353     0.53936    11.26062     9.79796     5.53173     0.44886     0.01195
     414.253   2.556E-02   6.525E-04    11.27342     0.53682    11.26064     9.79796     5.53173     0.44935    -0.00629
     414.429   2.515E-02   6.403E-04    11.27324     0.53251    11.26066     9.79796     5.53173     0.44984    -0.01630
     414.604   2.468E-02   6.264E-04    11.27302     0.52745    11.26067     9.79796     5.53173     0.45031     0.00595
     414.780   2.446E-02   6.192E-04    11.27293     0.52513    11.26069     9.79796     5.53173     0.45080    -0.00668
     414.956   2.465E-02   6.224E-04    11.27305     0.52718    11.26071     9.79796     5.53173     0.45129     0.00629
     415.131   2.497E-02   6.286E-04    11.27322     0.53051    11.26073     9.79796     5.53173     0.45175     0.01137
